date,state,temp_high_f,temp_low_f,precipitation_in,snow_in,condition
2023-03-31,AZ,78.1,47.1,0.0,0.0,rainy
2023-03-31,TN,77.6,75.1,0.41,0.0,cloudy
2023-03-31,WA,75.6,83.6,0.0,0.0,partly_cloudy
2023-03-31,CT,40.9,49.0,0.05,0.0,sunny
2023-03-31,CA,47.0,74.1,0.55,0.0,cloudy
2023-04-01,HI,54.4,38.9,0.0,0.0,partly_cloudy
2023-04-01,NY,93.2,49.6,0.41,0.0,rainy
2023-04-01,SC,67.8,86.1,0.0,0.0,sunny
2023-04-01,MP,63.3,4.0,0.56,0.0,partly_cloudy
2023-04-01,AR,82.0,47.8,0.35,0.0,cloudy
2023-04-01,AZ,51.3,68.1,0.13,0.0,cloudy
2023-04-01,TN,37.0,15.8,0.48,0.0,cloudy
2023-04-01,WA,79.6,87.6,0.0,0.0,snowy
2023-04-01,CT,57.7,59.7,0.0,0.0,rainy
2023-04-01,CA,30.9,82.5,0.28,0.0,rainy
2023-04-02,HI,72.9,54.1,0.0,0.0,partly_cloudy
2023-04-02,NY,52.6,26.5,0.68,0.0,partly_cloudy
2023-04-02,SC,59.4,59.5,0.0,0.0,sunny
2023-04-02,MP,40.2,52.9,0.39,0.0,sunny
2023-04-02,AR,58.8,67.1,0.0,0.0,partly_cloudy
2023-04-02,AZ,48.6,75.1,0.0,0.0,snowy
2023-04-02,TN,67.8,83.9,0.0,0.0,cloudy
2023-04-02,WA,58.9,42.2,0.0,0.0,partly_cloudy
2023-04-02,CT,47.9,40.0,0.0,0.0,snowy
2023-04-02,CA,94.2,45.8,0.05,0.0,rainy
2023-04-03,HI,44.6,33.4,0.35,0.0,partly_cloudy
2023-04-03,NY,69.4,6.8,0.0,0.0,snowy
2023-04-03,SC,48.3,64.3,0.0,0.0,sunny
2023-04-03,MP,89.8,51.5,0.0,0.0,sunny
2023-04-03,AR,80.0,61.3,0.0,0.0,rainy
2023-04-03,AZ,96.5,31.9,0.0,0.0,snowy
2023-04-03,TN,71.6,55.9,0.0,0.0,rainy
2023-04-03,WA,58.9,62.0,0.1,0.0,rainy
2023-04-03,CT,120.6,108.9,0.4,0.0,sunny
2023-04-03,CA,70.2,70.8,0.0,0.0,rainy
2023-04-04,HI,74.1,60.5,0.0,0.0,rainy
2023-04-04,NY,89.2,57.0,0.0,0.0,sunny
2023-04-04,SC,80.0,53.3,0.0,0.0,partly_cloudy
2023-04-04,MP,52.8,24.3,0.1,0.0,cloudy
2023-04-04,AR,65.8,55.0,0.23,0.0,cloudy
2023-04-04,AZ,25.9,44.7,0.28,0.0,cloudy
2023-04-04,TN,69.8,63.8,0.0,0.0,snowy
2023-04-04,WA,82.7,61.6,0.41,0.0,sunny
2023-04-04,CT,74.7,58.6,0.0,0.0,partly_cloudy
2023-04-04,CA,53.6,40.3,0.08,0.0,rainy
2023-04-05,HI,65.4,30.0,0.0,0.0,partly_cloudy
2023-04-05,NY,73.0,64.1,0.44,0.0,partly_cloudy
2023-04-05,SC,89.5,46.6,0.28,0.0,partly_cloudy
2023-04-05,MP,89.6,18.9,0.0,0.0,rainy
2023-04-05,AR,64.1,23.9,0.41,0.0,cloudy
2023-04-05,AZ,45.1,34.6,0.83,0.0,partly_cloudy
2023-04-05,TN,65.1,36.1,0.34,0.0,cloudy
2023-04-05,WA,104.2,76.6,0.61,0.0,partly_cloudy
2023-04-05,CT,41.1,52.3,0.53,0.0,sunny
2023-04-05,CA,81.2,51.4,0.35,0.0,rainy
2023-04-06,HI,65.2,59.7,0.19,0.0,rainy
2023-04-06,NY,69.6,51.9,1.14,0.0,snowy
2023-04-06,SC,60.8,44.9,0.11,0.0,sunny
2023-04-06,MP,54.4,68.3,0.13,0.0,sunny
2023-04-06,AR,26.4,25.6,0.0,0.0,partly_cloudy
2023-04-06,AZ,88.9,56.4,0.0,0.0,cloudy
2023-04-06,TN,58.9,40.6,0.19,0.0,cloudy
2023-04-06,WA,66.8,18.5,0.01,0.0,sunny
2023-04-06,CT,49.7,6.2,0.14,0.0,partly_cloudy
2023-04-06,CA,75.1,41.6,0.0,0.0,rainy
2023-04-07,HI,58.0,64.4,0.0,0.0,rainy
2023-04-07,NY,89.8,64.5,0.11,0.0,rainy
2023-04-07,SC,54.6,31.8,0.42,0.0,cloudy
2023-04-07,MP,85.0,49.9,0.0,0.0,cloudy
2023-04-07,AR,59.2,59.6,0.0,0.0,sunny
2023-04-07,AZ,72.2,44.9,0.41,0.0,partly_cloudy
2023-04-07,TN,109.2,59.3,0.0,0.0,snowy
2023-04-07,WA,69.2,44.6,0.13,0.0,partly_cloudy
2023-04-07,CT,35.8,64.2,0.0,0.0,sunny
2023-04-07,CA,72.0,39.8,0.0,0.0,sunny
2023-04-08,HI,100.4,60.1,0.22,0.0,partly_cloudy
2023-04-08,NY,62.2,37.3,0.52,0.0,cloudy
2023-04-08,SC,82.1,71.6,0.04,0.0,partly_cloudy
2023-04-08,MP,77.1,31.1,0.0,0.0,rainy
2023-04-08,AR,44.9,75.0,0.01,0.0,partly_cloudy
2023-04-08,AZ,65.7,42.2,0.03,0.0,snowy
2023-04-08,TN,65.6,27.6,0.0,0.0,rainy
2023-04-08,WA,75.6,57.4,0.36,0.0,sunny
2023-04-08,CT,67.0,4.1,0.14,0.0,partly_cloudy
2023-04-08,CA,74.0,19.6,0.16,0.0,partly_cloudy
2023-04-09,HI,44.0,60.6,0.45,0.0,sunny
2023-04-09,NY,51.5,89.3,0.1,0.0,sunny
2023-04-09,SC,83.1,42.1,0.24,0.0,partly_cloudy
2023-04-09,MP,62.5,-20.9,0.45,0.0,cloudy
2023-04-09,AR,40.8,64.4,0.0,0.0,sunny
2023-04-09,AZ,119.8,21.4,0.36,0.0,snowy
2023-04-09,TN,65.4,58.0,0.14,0.0,snowy
2023-04-09,WA,66.0,13.2,0.01,0.0,cloudy
2023-04-09,CT,59.6,74.1,0.0,0.0,rainy
2023-04-09,CA,62.6,32.4,0.38,0.0,snowy
2023-04-10,HI,61.9,29.2,0.31,0.0,sunny
2023-04-10,NY,86.4,51.3,0.11,0.0,snowy
2023-04-10,SC,78.0,69.4,0.36,0.0,snowy
2023-04-10,MP,89.0,35.7,0.0,0.0,snowy
2023-04-10,AR,92.9,33.5,0.01,0.0,partly_cloudy
2023-04-10,AZ,44.0,20.0,0.0,0.0,sunny
2023-04-10,TN,54.9,31.8,0.0,0.0,rainy
2023-04-10,WA,96.8,52.1,0.26,0.0,sunny
2023-04-10,CT,98.4,49.1,0.0,0.0,sunny
2023-04-10,CA,75.6,35.3,0.41,0.0,partly_cloudy
2023-04-11,HI,68.5,34.2,0.41,0.0,cloudy
2023-04-11,NY,54.6,49.8,0.0,0.0,sunny
2023-04-11,SC,52.8,40.7,0.21,0.0,rainy
2023-04-11,MP,119.7,60.3,0.06,0.0,rainy
2023-04-11,AR,96.0,62.4,0.0,0.0,rainy
2023-04-11,AZ,60.0,44.7,0.08,0.0,partly_cloudy
2023-04-11,TN,23.6,24.8,0.73,0.0,snowy
2023-04-11,WA,97.0,60.1,0.12,0.0,rainy
2023-04-11,CT,56.9,50.6,0.4,0.0,snowy
2023-04-11,CA,60.3,26.8,0.34,0.0,cloudy
2023-04-12,HI,73.0,60.0,0.0,0.0,snowy
2023-04-12,NY,81.2,50.6,0.92,0.0,partly_cloudy
2023-04-12,SC,96.5,19.3,0.0,0.0,cloudy
2023-04-12,MP,92.5,41.8,0.0,0.0,rainy
2023-04-12,AR,60.0,48.3,0.55,0.0,rainy
2023-04-12,AZ,109.0,52.7,0.06,0.0,snowy
2023-04-12,TN,74.2,31.1,0.12,0.0,sunny
2023-04-12,WA,43.0,57.8,0.33,0.0,sunny
2023-04-12,CT,88.1,97.4,0.0,0.0,cloudy
2023-04-12,CA,113.1,76.5,0.0,0.0,rainy
2023-04-13,HI,68.1,50.8,0.01,0.0,partly_cloudy
2023-04-13,NY,95.3,38.4,0.0,0.0,partly_cloudy
2023-04-13,SC,48.9,29.8,0.65,0.0,cloudy
2023-04-13,MP,88.9,69.6,0.0,0.0,rainy
2023-04-13,AR,97.9,57.0,0.41,0.0,cloudy
2023-04-13,AZ,84.3,-2.2,0.09,0.0,cloudy
2023-04-13,TN,16.3,47.3,0.61,0.0,rainy
2023-04-13,WA,56.5,51.6,0.39,0.0,cloudy
2023-04-13,CT,66.6,52.0,0.53,0.0,cloudy
2023-04-13,CA,33.0,72.2,0.0,0.0,cloudy
2023-04-14,HI,71.5,61.2,0.0,0.0,sunny
2023-04-14,NY,36.0,66.9,0.13,0.0,snowy
2023-04-14,SC,70.2,67.0,0.07,0.0,snowy
2023-04-14,MP,56.4,29.6,0.32,0.0,cloudy
2023-04-14,AR,50.9,22.3,0.3,0.0,rainy
2023-04-14,AZ,74.6,60.4,0.27,0.0,rainy
2023-04-14,TN,70.3,26.2,0.23,0.0,partly_cloudy
2023-04-14,WA,69.7,46.9,0.0,0.0,cloudy
2023-04-14,CT,75.0,73.4,0.47,0.0,cloudy
2023-04-14,CA,83.5,46.5,0.02,0.0,snowy
2023-04-15,HI,50.8,62.0,0.33,0.0,rainy
2023-04-15,NY,57.9,53.8,0.41,0.0,rainy
2023-04-15,SC,45.0,31.7,0.0,0.0,rainy
2023-04-15,MP,86.8,62.2,0.23,0.0,rainy
2023-04-15,AR,79.0,36.4,0.43,0.0,partly_cloudy
2023-04-15,AZ,61.8,42.1,0.34,0.0,partly_cloudy
2023-04-15,TN,49.0,83.2,0.52,0.0,snowy
2023-04-15,WA,32.3,11.3,0.36,0.0,cloudy
2023-04-15,CT,78.1,49.3,0.0,0.0,snowy
2023-04-15,CA,99.6,34.9,0.33,0.0,snowy
2023-04-16,HI,38.0,36.6,0.36,0.0,rainy
2023-04-16,NY,99.9,32.5,0.0,0.0,rainy
2023-04-16,SC,23.7,73.7,0.57,0.0,partly_cloudy
2023-04-16,MP,64.4,35.2,0.0,0.0,sunny
2023-04-16,AR,81.8,76.2,0.15,0.0,partly_cloudy
2023-04-16,AZ,52.1,44.7,0.0,0.0,cloudy
2023-04-16,TN,75.7,46.4,0.0,0.0,rainy
2023-04-16,WA,46.8,31.3,0.0,0.0,cloudy
2023-04-16,CT,36.9,72.7,0.8,0.0,rainy
2023-04-16,CA,67.0,40.4,0.04,0.0,partly_cloudy
2023-04-17,HI,54.1,45.9,0.0,0.0,sunny
2023-04-17,NY,62.3,101.6,0.03,0.0,snowy
2023-04-17,SC,52.3,46.9,0.08,0.0,snowy
2023-04-17,MP,73.2,52.9,0.03,0.0,rainy
2023-04-17,AR,38.7,93.2,0.0,0.0,cloudy
2023-04-17,AZ,67.2,70.5,0.18,0.0,cloudy
2023-04-17,TN,81.3,35.7,0.39,0.0,partly_cloudy
2023-04-17,WA,60.5,56.0,0.35,0.0,rainy
2023-04-17,CT,42.4,0.7,0.0,0.0,snowy
2023-04-17,CA,120.3,48.7,0.0,0.0,snowy
2023-04-18,HI,67.0,61.0,0.14,0.0,sunny
2023-04-18,NY,77.2,55.3,0.0,0.0,partly_cloudy
2023-04-18,SC,46.9,47.9,0.28,0.0,partly_cloudy
2023-04-18,MP,107.9,55.8,0.24,0.0,snowy
2023-04-18,AR,85.2,48.9,0.3,0.0,cloudy
2023-04-18,AZ,54.5,65.3,0.21,0.0,partly_cloudy
2023-04-18,TN,102.0,80.5,0.0,0.0,partly_cloudy
2023-04-18,WA,67.0,59.3,0.0,0.0,sunny
2023-04-18,CT,33.1,56.7,0.0,0.0,rainy
2023-04-18,CA,70.2,51.6,0.0,0.0,partly_cloudy
2023-04-19,HI,80.3,57.9,0.29,0.0,rainy
2023-04-19,NY,118.4,17.0,0.0,0.0,rainy
2023-04-19,SC,50.7,55.3,0.12,0.0,partly_cloudy
2023-04-19,MP,50.1,66.1,0.08,0.0,sunny
2023-04-19,AR,76.0,81.9,0.15,0.0,sunny
2023-04-19,AZ,70.2,60.8,0.42,0.0,snowy
2023-04-19,TN,106.1,53.2,0.0,0.0,partly_cloudy
2023-04-19,WA,102.5,70.1,0.12,0.0,partly_cloudy
2023-04-19,CT,78.9,42.2,0.14,0.0,partly_cloudy
2023-04-19,CA,87.3,58.9,0.05,0.0,cloudy
2023-04-20,HI,51.6,68.2,0.05,0.0,sunny
2023-04-20,NY,108.1,17.6,0.74,0.0,snowy
2023-04-20,SC,64.8,43.8,0.49,0.0,sunny
2023-04-20,MP,111.2,82.9,0.59,0.0,sunny
2023-04-20,AR,60.8,61.0,0.09,0.0,snowy
2023-04-20,AZ,79.5,43.3,0.0,0.0,cloudy
2023-04-20,TN,67.0,46.7,0.23,0.0,partly_cloudy
2023-04-20,WA,56.5,58.5,0.2,0.0,rainy
2023-04-20,CT,58.7,42.2,0.31,0.0,cloudy
2023-04-20,CA,69.0,42.8,0.13,0.0,rainy
2023-04-21,HI,96.8,79.8,0.0,0.0,partly_cloudy
2023-04-21,NY,53.4,62.2,0.85,0.0,sunny
2023-04-21,SC,48.1,58.1,0.09,0.0,sunny
2023-04-21,MP,104.4,32.6,0.0,0.0,sunny
2023-04-21,AR,76.6,53.5,0.12,0.0,partly_cloudy
2023-04-21,AZ,50.5,67.2,0.35,0.0,snowy
2023-04-21,TN,72.1,44.7,0.13,0.0,cloudy
2023-04-21,WA,40.9,56.2,0.06,0.0,sunny
2023-04-21,CT,63.3,20.3,0.12,0.0,sunny
2023-04-21,CA,99.2,59.9,0.0,0.0,cloudy
2023-04-22,HI,42.5,29.7,0.0,0.0,cloudy
2023-04-22,NY,33.3,59.5,0.41,0.0,cloudy
2023-04-22,SC,60.9,61.0,0.22,0.0,sunny
2023-04-22,MP,58.1,74.1,0.04,0.0,partly_cloudy
2023-04-22,AR,64.0,58.6,0.47,0.0,snowy
2023-04-22,AZ,50.7,70.0,0.42,0.0,snowy
2023-04-22,TN,72.1,72.9,0.0,0.0,sunny
2023-04-22,WA,58.5,111.0,0.11,0.0,snowy
2023-04-22,CT,95.4,41.9,0.21,0.0,partly_cloudy
2023-04-22,CA,92.7,22.1,0.0,0.0,partly_cloudy
2023-04-23,HI,56.4,-14.5,0.09,0.0,sunny
2023-04-23,NY,92.2,48.1,0.0,0.0,sunny
2023-04-23,SC,87.1,64.3,0.07,0.0,partly_cloudy
2023-04-23,MP,100.2,58.5,0.0,0.0,sunny
2023-04-23,AR,32.2,58.4,0.0,0.0,sunny
2023-04-23,AZ,47.2,25.0,0.0,0.0,partly_cloudy
2023-04-23,TN,45.5,41.3,0.48,0.0,snowy
2023-04-23,WA,100.1,58.5,0.35,0.0,sunny
2023-04-23,CT,70.3,44.9,0.0,0.0,snowy
2023-04-23,CA,54.6,41.8,0.1,0.0,sunny
2023-04-24,HI,69.5,55.9,0.02,0.0,partly_cloudy
2023-04-24,NY,97.7,25.6,0.0,0.0,snowy
2023-04-24,SC,54.4,43.1,0.46,0.0,sunny
2023-04-24,MP,81.9,47.0,0.1,0.0,sunny
2023-04-24,AR,72.8,40.3,0.0,0.0,cloudy
2023-04-24,AZ,56.4,59.2,0.49,0.0,partly_cloudy
2023-04-24,TN,74.8,46.5,0.0,0.0,cloudy
2023-04-24,WA,81.3,49.8,0.52,0.0,sunny
2023-04-24,CT,97.9,29.4,0.08,0.0,sunny
2023-04-24,CA,86.8,42.4,0.39,0.0,cloudy
2023-04-25,HI,51.5,44.2,0.13,0.0,rainy
2023-04-25,NY,62.1,35.5,0.31,0.0,snowy
2023-04-25,SC,46.2,44.7,0.14,0.0,cloudy
2023-04-25,MP,54.8,30.8,0.0,0.0,partly_cloudy
2023-04-25,AR,81.2,92.0,0.47,0.0,rainy
2023-04-25,AZ,77.7,76.5,0.26,0.0,rainy
2023-04-25,TN,90.1,23.2,0.35,0.0,rainy
2023-04-25,WA,90.2,48.5,0.0,0.0,sunny
2023-04-25,CT,58.4,72.0,0.4,0.0,rainy
2023-04-25,CA,82.4,43.0,0.0,0.0,partly_cloudy
2023-04-26,HI,81.0,22.3,0.0,0.0,cloudy
2023-04-26,NY,63.3,36.3,0.18,0.0,cloudy
2023-04-26,SC,68.7,56.5,0.65,0.0,rainy
2023-04-26,MP,80.0,34.5,0.0,0.0,snowy
2023-04-26,AR,96.0,68.8,0.42,0.0,rainy
2023-04-26,AZ,65.3,70.5,0.2,0.0,cloudy
2023-04-26,TN,64.8,36.9,0.21,0.0,snowy
2023-04-26,WA,63.9,71.0,0.0,0.0,partly_cloudy
2023-04-26,CT,50.1,65.8,0.0,0.0,cloudy
2023-04-26,CA,87.1,15.6,0.22,0.0,partly_cloudy
2023-04-27,HI,62.9,73.4,0.0,0.0,sunny
2023-04-27,NY,89.3,68.9,0.21,0.0,partly_cloudy
2023-04-27,SC,49.1,33.3,0.32,0.0,partly_cloudy
2023-04-27,MP,59.2,50.1,0.0,0.0,snowy
2023-04-27,AR,60.7,17.8,0.57,0.0,cloudy
2023-04-27,AZ,58.9,50.6,0.0,0.0,rainy
2023-04-27,TN,55.9,29.5,0.2,0.0,partly_cloudy
2023-04-27,WA,57.3,74.6,0.57,0.0,snowy
2023-04-27,CT,93.2,58.7,0.15,0.0,sunny
2023-04-27,CA,74.7,42.7,0.7,0.0,rainy
2023-04-28,HI,61.0,50.5,0.0,0.0,partly_cloudy
2023-04-28,NY,61.9,34.1,0.29,0.0,partly_cloudy
2023-04-28,SC,45.5,86.2,0.1,0.0,snowy
2023-04-28,MP,83.4,47.9,0.0,0.0,cloudy
2023-04-28,AR,76.0,96.2,0.0,0.0,snowy
2023-04-28,AZ,52.0,91.8,0.0,0.0,snowy
2023-04-28,TN,84.7,77.4,0.01,0.0,cloudy
2023-04-28,WA,80.3,43.2,0.46,0.0,rainy
2023-04-28,CT,67.3,65.7,0.16,0.0,sunny
2023-04-28,CA,85.3,71.1,0.0,0.0,sunny
2023-04-29,HI,85.1,52.6,0.1,0.0,cloudy
2023-04-29,NY,86.8,71.7,0.31,0.0,partly_cloudy
2023-04-29,SC,76.1,51.9,0.35,0.0,sunny
2023-04-29,MP,83.8,62.8,0.0,0.0,sunny
2023-04-29,AR,66.6,32.7,0.52,0.0,sunny
2023-04-29,AZ,82.2,30.7,0.61,0.0,snowy
2023-04-29,TN,74.2,72.0,0.17,0.0,sunny
2023-04-29,WA,56.0,31.3,0.0,0.0,sunny
2023-04-29,CT,96.7,81.5,0.52,0.0,cloudy
2023-04-29,CA,1.9,55.1,0.0,0.0,partly_cloudy
2023-04-30,HI,81.8,40.0,0.0,0.0,snowy
2023-04-30,NY,34.0,56.9,0.01,0.0,cloudy
2023-04-30,SC,59.1,59.0,0.72,0.0,rainy
2023-04-30,MP,95.2,53.0,0.52,0.0,snowy
2023-04-30,AR,70.6,29.0,0.08,0.0,partly_cloudy
2023-04-30,AZ,52.6,38.4,0.0,0.0,snowy
2023-04-30,TN,50.0,54.1,0.0,0.0,cloudy
2023-04-30,WA,40.8,46.8,0.01,0.0,sunny
2023-04-30,CT,98.8,49.7,0.47,0.0,partly_cloudy
2023-04-30,CA,95.5,33.1,0.15,0.0,sunny
2023-05-01,HI,60.4,50.4,0.18,0.0,sunny
2023-05-01,NY,74.6,44.2,0.27,0.0,snowy
2023-05-01,SC,73.6,51.7,0.51,0.0,snowy
2023-05-01,MP,52.0,51.5,0.47,0.0,rainy
2023-05-01,AR,87.2,38.1,0.57,0.0,snowy
2023-05-01,AZ,74.4,46.6,0.12,0.0,snowy
2023-05-01,TN,72.0,69.7,0.17,0.0,cloudy
2023-05-01,WA,43.8,30.0,0.07,0.0,cloudy
2023-05-01,CT,85.5,29.3,0.0,0.0,partly_cloudy
2023-05-01,CA,73.3,15.8,0.0,0.0,sunny
2023-05-02,HI,71.8,58.3,0.0,0.0,snowy
2023-05-02,NY,71.9,43.0,0.28,0.0,sunny
2023-05-02,SC,65.5,64.8,0.17,0.0,snowy
2023-05-02,MP,53.2,43.9,0.42,0.0,rainy
2023-05-02,AR,64.9,57.7,0.0,0.0,sunny
2023-05-02,AZ,84.0,103.0,0.0,0.0,rainy
2023-05-02,TN,72.4,69.5,0.53,0.0,sunny
2023-05-02,WA,87.8,52.3,0.39,0.0,partly_cloudy
2023-05-02,CT,95.2,34.7,0.0,0.0,snowy
2023-05-02,CA,76.4,26.7,0.63,0.0,sunny
2023-05-03,HI,93.6,45.8,0.0,0.0,snowy
2023-05-03,NY,85.1,65.4,0.49,0.0,cloudy
2023-05-03,SC,101.3,35.8,0.0,0.0,rainy
2023-05-03,MP,100.5,35.8,0.16,0.0,cloudy
2023-05-03,AR,81.7,30.3,0.48,0.0,cloudy
2023-05-03,AZ,94.4,48.2,0.15,0.0,cloudy
2023-05-03,TN,86.0,46.3,0.27,0.0,partly_cloudy
2023-05-03,WA,44.7,55.5,0.02,0.0,snowy
2023-05-03,CT,39.5,91.7,0.0,0.0,partly_cloudy
2023-05-03,CA,37.9,38.8,0.0,0.0,snowy
2023-05-04,HI,69.0,48.5,0.32,0.0,sunny
2023-05-04,NY,62.3,36.5,0.0,0.0,cloudy
2023-05-04,SC,90.3,79.6,0.02,0.0,partly_cloudy
2023-05-04,MP,47.3,60.7,0.01,0.0,partly_cloudy
2023-05-04,AR,51.8,24.3,0.17,0.0,sunny
2023-05-04,AZ,84.1,89.7,0.0,0.0,sunny
2023-05-04,TN,23.1,19.4,0.41,0.0,sunny
2023-05-04,WA,62.3,84.9,0.07,0.0,sunny
2023-05-04,CT,88.4,14.3,0.0,0.0,partly_cloudy
2023-05-04,CA,48.0,55.0,0.0,0.0,snowy
2023-05-05,HI,88.8,59.9,0.0,0.0,rainy
2023-05-05,NY,92.6,50.0,0.02,0.0,sunny
2023-05-05,SC,72.3,39.3,0.23,0.0,sunny
2023-05-05,MP,58.6,68.3,0.0,0.0,cloudy
2023-05-05,AR,72.6,25.7,0.0,0.0,cloudy
2023-05-05,AZ,105.3,40.9,0.0,0.0,cloudy
2023-05-05,TN,81.2,68.3,0.0,0.0,partly_cloudy
2023-05-05,WA,66.6,43.3,0.12,0.0,cloudy
2023-05-05,CT,71.2,58.5,0.03,0.0,snowy
2023-05-05,CA,79.6,61.3,0.15,0.0,cloudy
2023-05-06,HI,69.6,32.9,0.0,0.0,rainy
2023-05-06,NY,61.6,99.4,0.71,0.0,partly_cloudy
2023-05-06,SC,73.9,13.9,0.42,0.0,snowy
2023-05-06,MP,97.4,74.8,0.21,0.0,partly_cloudy
2023-05-06,AR,65.6,36.1,0.0,0.0,partly_cloudy
2023-05-06,AZ,87.5,44.4,0.77,0.0,partly_cloudy
2023-05-06,TN,63.3,51.2,0.0,0.0,sunny
2023-05-06,WA,44.7,22.7,0.0,0.0,cloudy
2023-05-06,CT,41.9,61.2,0.19,0.0,sunny
2023-05-06,CA,50.7,33.0,0.0,0.0,partly_cloudy
2023-05-07,HI,66.5,68.0,0.0,0.0,partly_cloudy
2023-05-07,NY,45.0,79.4,0.12,0.0,rainy
2023-05-07,SC,95.2,30.8,0.38,0.0,sunny
2023-05-07,MP,72.0,67.5,0.1,0.0,rainy
2023-05-07,AR,100.0,61.9,0.0,0.0,snowy
2023-05-07,AZ,90.2,53.1,0.21,0.0,sunny
2023-05-07,TN,76.4,53.7,0.0,0.0,cloudy
2023-05-07,WA,85.6,40.6,0.0,0.0,cloudy
2023-05-07,CT,42.0,65.3,0.91,0.0,partly_cloudy
2023-05-07,CA,40.7,36.2,0.59,0.0,sunny
2023-05-08,HI,77.9,30.8,0.25,0.0,sunny
2023-05-08,NY,85.9,81.6,0.1,0.0,rainy
2023-05-08,SC,69.2,67.4,0.25,0.0,rainy
2023-05-08,MP,62.1,41.1,0.0,0.0,partly_cloudy
2023-05-08,AR,83.0,57.3,0.0,0.0,sunny
2023-05-08,AZ,56.1,74.2,0.0,0.0,snowy
2023-05-08,TN,74.7,24.5,0.08,0.0,sunny
2023-05-08,WA,85.9,56.2,0.27,0.0,snowy
2023-05-08,CT,65.0,33.1,0.21,0.0,snowy
2023-05-08,CA,95.3,47.5,0.41,0.0,sunny
2023-05-09,HI,70.6,32.5,0.34,0.0,rainy
2023-05-09,NY,46.2,38.4,0.29,0.0,cloudy
2023-05-09,SC,32.6,43.0,0.38,0.0,rainy
2023-05-09,MP,28.2,48.7,0.0,0.0,rainy
2023-05-09,AR,49.9,45.1,0.25,0.0,partly_cloudy
2023-05-09,AZ,76.3,48.0,0.42,0.0,snowy
2023-05-09,TN,28.7,11.2,0.25,0.0,snowy
2023-05-09,WA,85.2,44.7,0.07,0.0,rainy
2023-05-09,CT,56.6,47.7,0.34,0.0,rainy
2023-05-09,CA,81.8,1.6,0.0,0.0,sunny
2023-05-10,HI,66.8,74.9,0.0,0.0,rainy
2023-05-10,NY,87.5,19.6,0.0,0.0,partly_cloudy
2023-05-10,SC,89.7,40.4,0.57,0.0,cloudy
2023-05-10,MP,40.7,53.0,0.27,0.0,partly_cloudy
2023-05-10,AR,42.3,50.2,0.3,0.0,sunny
2023-05-10,AZ,49.7,50.3,0.17,0.0,sunny
2023-05-10,TN,67.0,48.8,0.04,0.0,cloudy
2023-05-10,WA,72.5,65.7,0.0,0.0,snowy
2023-05-10,CT,80.1,74.7,0.0,0.0,partly_cloudy
2023-05-10,CA,67.2,9.5,0.0,0.0,cloudy
2023-05-11,HI,65.9,43.0,0.0,0.0,sunny
2023-05-11,NY,49.9,11.7,0.15,0.0,cloudy
2023-05-11,SC,41.4,34.0,0.0,0.0,snowy
2023-05-11,MP,103.1,32.5,0.0,0.0,partly_cloudy
2023-05-11,AR,71.5,4.2,0.03,0.0,partly_cloudy
2023-05-11,AZ,86.5,63.5,0.07,0.0,rainy
2023-05-11,TN,83.1,48.4,0.18,0.0,sunny
2023-05-11,WA,57.7,49.2,0.16,0.0,sunny
2023-05-11,CT,109.9,61.8,0.04,0.0,partly_cloudy
2023-05-11,CA,39.1,24.0,0.05,0.0,rainy
2023-05-12,HI,78.6,38.3,0.5,0.0,partly_cloudy
2023-05-12,NY,47.0,46.6,0.6,0.0,partly_cloudy
2023-05-12,SC,103.8,41.7,0.08,0.0,sunny
2023-05-12,MP,76.4,30.5,0.3,0.0,cloudy
2023-05-12,AR,44.2,59.9,0.05,0.0,partly_cloudy
2023-05-12,AZ,61.5,-7.8,0.24,0.0,partly_cloudy
2023-05-12,TN,72.7,64.5,0.0,0.0,cloudy
2023-05-12,WA,83.3,52.6,0.49,0.0,rainy
2023-05-12,CT,46.9,7.6,0.07,0.0,cloudy
2023-05-12,CA,30.2,65.0,0.05,0.0,cloudy
2023-05-13,HI,130.5,44.7,0.16,0.0,sunny
2023-05-13,NY,65.3,52.0,0.45,0.0,partly_cloudy
2023-05-13,SC,67.3,50.2,0.36,0.0,rainy
2023-05-13,MP,64.0,61.5,0.27,0.0,partly_cloudy
2023-05-13,AR,99.8,80.7,0.67,0.0,snowy
2023-05-13,AZ,58.8,24.9,0.25,0.0,cloudy
2023-05-13,TN,91.4,76.8,0.19,0.0,snowy
2023-05-13,WA,81.5,90.1,0.14,0.0,rainy
2023-05-13,CT,59.9,55.7,0.15,0.0,partly_cloudy
2023-05-13,CA,70.7,48.0,0.0,0.0,rainy
2023-05-14,HI,79.2,51.3,0.18,0.0,partly_cloudy
2023-05-14,NY,59.2,77.5,0.08,0.0,snowy
2023-05-14,SC,59.1,38.8,0.0,0.0,partly_cloudy
2023-05-14,MP,67.2,50.1,0.0,0.0,sunny
2023-05-14,AR,76.5,73.6,0.08,0.0,sunny
2023-05-14,AZ,93.0,68.1,0.19,0.0,sunny
2023-05-14,TN,49.0,26.2,0.0,0.0,rainy
2023-05-14,WA,61.9,35.4,0.0,0.0,cloudy
2023-05-14,CT,82.8,65.4,0.21,0.0,rainy
2023-05-14,CA,70.6,46.8,0.0,0.0,rainy
2023-05-15,HI,56.7,40.0,0.05,0.0,cloudy
2023-05-15,NY,81.0,48.7,0.28,0.0,rainy
